#time    potential    pressure    kinect   square_kin
16.06    -42.431    15.291    1398.459    1.955688185e6
16.07    -42.537    16.4    1398.749    1.956499174e6
16.08    -41.96    31.229    1398.596    1.956072153e6
16.09    -39.468    76.802    1397.457    1.952886079e6
16.1    -31.331    200.304    1393.047    1.94058122e6
16.11    -17.916    389.189    1381.596    1.908808591e6
16.12    -20.272    362.107    1373.28    1.885898899e6
16.13    -33.992    177.145    1384.664    1.917295047e6
16.14    -40.419    85.584    1394.719    1.945242411e6
16.15    -41.79    65.271    1397.751    1.953708852e6
16.16    -41.13    78.159    1397.986    1.954365845e6
16.17    -37.494    135.94    1396.291    1.949628214e6
16.18    -29.507    253.244    1390.685    1.934005945e6
16.19    -24.163    333.414    1382.627    1.911657689e6
16.2    -28.311    285.611    1383.026    1.912761362e6
16.21    -27.501    299.297    1386.093    1.921254279e6
16.22    -23.992    345.607    1382.135    1.910298498e6
16.23    -27.943    291.203    1382.089    1.910168945e6
16.24    -32.798    223.036    1387.652    1.925576799e6
16.25    -35.006    191.596    1390.646    1.93389537e6
16.26    -37.06    168.036    1392.73    1.939698043e6
16.27    -34.995    206.276    1393.709    1.942425315e6
16.28    -25.21    352.354    1388.135    1.926920069e6
16.29    -5.741    622.093    1375.381    1.891673104e6
16.3    -0.342    692.537    1356.753    1.840777534e6
16.31    -25.034    354.846    1370.844    1.87921211e6
16.32    -38.613    156.816    1390.954    1.934752588e6
16.33    -41.052    111.43    1396.925    1.951399288e6
16.34    -41.617    98.281    1397.374    1.952654148e6
16.35    -43.871    68.632    1398.704    1.95637351e6
16.36    -46.433    40.736    1401.409    1.963945939e6
16.37    -47.817    36.303    1403.475    1.969743318e6
16.38    -47.029    71.219    1404.069    1.971411042e6
16.39    -40.022    200.215    1401.284    1.963597773e6
16.4    -15.646    562.176    1388.665    1.928389752e6
16.41    20.302    1054.208    1354.575    1.834873746e6
16.42    -16.327    574.576    1357.463    1.84270622e6
16.43    -37.389    276.355    1387.633    1.925526587e6
16.44    -44.762    161.194    1399.136    1.95758104e6
16.45    -46.745    127.837    1403.237    1.969075048e6
16.46    -42.345    189.872    1402.973    1.968332049e6
16.47    -20.268    484.642    1392.857    1.940051819e6
16.48    -25.693    416.706    1373.794    1.887310304e6
16.49    -44.355    171.872    1396.051    1.948958419e6
16.5    -43.931    179.388    1401.968    1.965513765e6
16.51    -38.508    256.687    1397.605    1.953299612e6
16.52    -36.092    291.591    1392.976    1.940380964e6
16.53    -39.563    242.396    1393.581    1.94206738e6
16.54    -46.018    148.512    1398.919    1.956975515e6
16.55    -52.558    53.172    1405.574    1.975638212e6
16.56    -57.081    -9.896    1411.321    1.991826831e6
16.57    -57.158    -3.943    1414.058    1.999560309e6
16.58    -49.279    117.299    1410.923    1.990703539e6
16.59    -37.97    289.176    1400.028    1.960079487e6
16.6    -33.76    367.439    1393.358    1.941446354e6
16.61    -37.587    337.118    1391.324    1.935783628e6
16.62    -43.606    279.322    1399.42    1.958375457e6
16.63    -37.042    389.245    1398.428    1.955601728e6
16.64    -28.078    529.922    1389.021    1.9293799e6
16.65    -27.654    551.099    1383.359    1.913681823e6
16.66    -33.39    482.933    1387.337    1.92470493e6
16.67    -36.547    444.228    1392.098    1.937938111e6
16.68    -37.186    438.624    1393.662    1.942292605e6
16.69    -36.505    451.241    1393.618    1.942172392e6
16.7    -35.464    468.451    1392.619    1.939386441e6
16.71    -35.619    468.468    1391.931    1.937472276e6
16.72    -37.422    445.152    1393.07    1.94064517e6
16.73    -37.808    439.53    1394.53    1.94471336e6
16.74    -33.638    492.886    1393.316    1.941330049e6
16.75    -24.085    610.818    1386.136    1.92137321e6
16.76    -27.089    555.394    1380.991    1.907136732e6
16.77    -33.852    441.343    1388.446    1.927782548e6
16.78    -35.406    390.197    1391.923    1.937449971e6
16.79    -37.508    329.074    1392.786    1.939852596e6
16.8    -45.339    192.772    1397.328    1.952525101e6
16.81    -53.898    51.896    1406.497    1.97823399e6
16.82    -57.392    -11.947    1412.429    1.9949546e6
16.83    -57.002    -11.157    1413.557    1.998144323e6
16.84    -54.849    26.477    1412.086    1.993987476e6
16.85    -51.455    93.763    1409.512    1.986723315e6
16.86    -42.81    242.71    1404.991    1.973998554e6
16.87    -15.266    641.282    1390.411    1.933243307e6
16.88    5.623    933.948    1358.65    1.845930687e6
16.89    -32.38    442.915    1377.663    1.89795421e6
16.9    -39.827    339.897    1397.456    1.952884607e6
16.91    -34.774    403.702    1395.772    1.948179143e6
16.92    -31.635    438.707    1390.042    1.932215567e6
16.93    -37.733    343.918    1391.505    1.936285751e6
16.94    -46.89    201.903    1400.188    1.960527125e6
16.95    -52.819    101.359    1407.963    1.982358943e6
16.96    -54.503    60.683    1411.609    1.992639363e6
16.97    -53.139    65.619    1411.509    1.992357754e6
16.98    -51.012    85.082    1409.436    1.986508926e6
16.99    -49.885    94.189    1407.721    1.981678527e6
17.0    -49.544    94.605    1407.079    1.979870589e6
17.01    -49.512    92.43    1406.89    1.979338381e6
17.02    -49.732    88.971    1407.006    1.979666938e6
17.03    -49.663    92.182    1407.209    1.980235829e6
17.04    -48.784    109.696    1406.775    1.979017198e6
17.05    -47.446    137.476    1405.646    1.975840899e6
17.06    -45.311    180.109    1404.191    1.971752799e6
17.07    -40.714    258.287    1401.146    1.963209432e6
17.08    -35.66    343.173    1395.888    1.948504664e6
17.09    -35.114    368.006    1392.952    1.940314159e6
17.1    -33.839    400.13    1394.202    1.943799693e6
17.11    -29.541    466.004    1389.29    1.930126719e6
17.12    -45.492    266.363    1396.132    1.949185809e6
17.13    -53.454    175.566    1409.208    1.985867478e6
17.14    -51.508    228.256    1411.495    1.992318464e6
17.15    -40.271    414.05    1405.286    1.974829601e6
17.16    -27.365    623.262    1391.362    1.935888415e6
17.17    -22.034    725.048    1383.369    1.913710512e6
17.18    -17.429    800.742    1377.876    1.898540898e6
17.19    -23.189    724.805    1377.52    1.897560036e6
17.2    -32.749    588.703    1387.152    1.924190678e6
17.21    -36.889    522.488    1394.035    1.943334924e6
17.22    -34.287    548.975    1395.399    1.947138012e6
17.23    -23.946    677.939    1389.255    1.930029946e6
17.24    -8.691    861.568    1375.746    1.892675891e6
17.25    -13.223    769.425    1367.657    1.870485326e6
17.26    -36.218    422.763    1383.754    1.914775245e6
17.27    -51.06    184.22    1403.793    1.970636156e6
17.28    -55.411    98.257    1411.94    1.993573969e6
17.29    -54.194    104.347    1413.116    1.996897035e6
17.3    -46.606    210.564    1409.367    1.986316673e6
17.31    -29.292    451.167    1397.618    1.953335424e6
17.32    -20.635    573.712    1380.773    1.906533133e6
17.33    -29.349    460.049    1384.226    1.916082474e6
17.34    -25.847    496.535    1388.758    1.928648574e6
17.35    -20.58    545.783    1379.833    1.903939365e6
17.36    -34.74    330.664    1385.163    1.918675987e6
17.37    -46.733    138.604    1399.991    1.959975686e6
17.38    -51.215    50.113    1407.374    1.980700198e6
17.39    -51.965    19.983    1409.473    1.986615509e6
17.4    -50.482    28.102    1409.05    1.985422617e6
17.41    -47.513    62.503    1406.669    1.978716857e6
17.42    -45.785    85.449    1403.975    1.9711447e6
17.43    -44.901    101.386    1403.363    1.969427477e6
17.44    -38.817    187.249    1400.754    1.962110818e6
17.45    -33.332    262.687    1392.913    1.940207925e6
17.46    -39.75    178.596    1394.18    1.943737235e6
17.47    -43.758    123.687    1400.329    1.960920207e6
17.48    -44.087    119.01    1401.717    1.964811419e6
17.49    -44.319    118.835    1401.654    1.964633164e6
17.5    -44.728    120.064    1402.217    1.96621197e6
17.51    -41.845    168.723    1401.825    1.965114056e6
17.52    -31.599    314.603    1395.788    1.948224229e6
17.53    -29.06    356.946    1386.346    1.921954027e6
17.54    -35.69    276.837    1391.784    1.937063877e6
17.55    -33.001    317.027    1393.579    1.942061516e6
17.56    -29.825    362.611    1389.076    1.929531712e6
17.57    -31.866    336.768    1388.613    1.928247428e6
17.58    -35.713    285.855    1392.64    1.939445689e6
17.59    -31.373    341.533    1393.109    1.940751528e6
17.6    -24.447    427.15    1385.464    1.919509526e6
17.61    -29.521    348.499    1383.657    1.914507772e6
17.62    -40.527    187.079    1393.265    1.941188482e6
17.63    -48.251    72.122    1402.915    1.968171482e6
17.64    -49.345    55.035    1407.746    1.98174827e6
17.65    -41.564    165.502    1404.593    1.972880756e6
17.66    -35.178    264.603    1395.478    1.947359809e6
17.67    -36.986    259.372    1394.369    1.944265933e6
17.68    -37.955    267.161    1396.157    1.949255694e6
17.69    -36.241    314.108    1395.693    1.947958185e6
17.7    -32.656    389.338    1393.226    1.941077798e6
17.71    -26.638    496.331    1388.737    1.928589409e6
17.72    -25.723    531.57    1383.383    1.913748601e6
17.73    -36.801    406.716    1389.832    1.931632586e6
17.74    -40.751    378.368    1399.207    1.957781239e6
17.75    -28.131    572.681    1395.303    1.946869115e6
17.76    -12.899    797.492    1378.182    1.899385348e6
17.77    -15.546    776.173    1371.811    1.881866206e6
17.78    -25.458    649.656    1380.449    1.90563891e6
17.79    -27.739    622.68    1386.543    1.922501661e6
17.8    -12.991    821.718    1384.215    1.916052058e6
17.81    23.257    1280.395    1354.722    1.835271778e6
17.82    -27.412    594.36    1383.619    1.914401913e6
17.83    -38.919    406.772    1403.607    1.970111316e6
17.84    -43.966    313.281    1409.778    1.987475172e6
17.85    -47.159    253.878    1413.821    1.998890884e6
17.86    -47.401    243.322    1415.627    2.003998577e6
17.87    -43.949    291.196    1414.151    1.999824399e6
17.88    -36.658    396.651    1408.83    1.984802825e6
17.89    -28.711    513.148    1400.823    1.962305935e6
17.9    -22.032    609.813    1394.283    1.944026329e6
17.91    -12.931    725.836    1386.764    1.92311395e6
17.92    -20.943    602.146    1382.646    1.911711212e6
17.93    -38.806    339.299    1400.132    1.960370177e6
17.94    -43.439    250.846    1410.918    1.990689084e6
17.95    -39.293    284.835    1410.095    1.988367523e6
17.96    -32.837    352.131    1404.079    1.971437872e6
17.97    -29.309    377.086    1398.615    1.956123949e6
17.98    -33.422    294.687    1398.368    1.955433585e6
17.99    -42.874    137.938    1406.103    1.977126442e6
18.0    -49.8    16.245    1414.694    2.001357804e6
18.01    -52.949    -47.945    1419.4    2.014697238e6
18.02    -53.797    -70.953    1421.177    2.019742739e6
18.03    -52.566    -54.349    1421.143    2.019647465e6
18.04    -46.11    42.429    1418.285    2.01153151e6
18.05    -30.787    259.542    1407.749    1.981758323e6
18.06    -33.294    244.365    1397.378    1.952665893e6
18.07    -39.868    177.879    1407.244    1.980336178e6
18.08    -28.896    346.999    1404.827    1.973538004e6
18.09    -13.403    580.022    1390.517    1.933537686e6
18.1    12.769    938.254    1373.345    1.88607701e6
18.11    -11.155    633.137    1377.951    1.898750104e6
18.12    -17.383    543.059    1385.194    1.918763088e6
18.13    -22.783    460.864    1391.698    1.936824454e6
18.14    -27.697    382.58    1394.603    1.944918175e6
18.15    -37.165    245.969    1402.339    1.966555747e6
18.16    -41.275    184.597    1410.009    1.988126582e6
18.17    -38.842    215.979    1410.071    1.988301266e6
18.18    -39.006    219.95    1407.8    1.981901525e6
18.19    -38.99    233.302    1409.945    1.987945216e6
18.2    -29.619    376.069    1405.53    1.97551507e6
18.21    -17.614    556.069    1394.476    1.944562716e6
18.22    -13.176    632.757    1385.256    1.918933924e6
18.23    -9.16    692.711    1383.383    1.913748488e6
18.24    -7.547    704.624    1377.407    1.897249557e6
18.25    -32.122    365.544    1391.845    1.93723248e6
18.26    -41.797    220.167    1409.293    1.986106413e6
18.27    -41.401    216.021    1411.866    1.993366506e6
18.28    -39.755    236.052    1410.056    1.98825758e6
18.29    -39.503    241.83    1409.097    1.985555609e6
18.3    -39.132    251.014    1409.116    1.98560833e6
18.31    -37.161    281.314    1407.954    1.982335857e6
18.32    -35.141    310.093    1405.582    1.97566099e6
18.33    -35.241    306.82    1404.502    1.972627086e6
18.34    -36.592    282.218    1405.476    1.975362731e6
18.35    -38.111    251.356    1406.874    1.979294657e6
18.36    -40.289    209.526    1408.657    1.984314447e6
18.37    -42.353    168.875    1410.99    1.990892565e6
18.38    -43.181    145.905    1412.429    1.994956485e6
18.39    -44.236    123.011    1413.04    1.996682862e6
18.4    -46.532    88.68    1414.803    2.001668912e6
18.41    -47.862    74.047    1417.028    2.00796815e6
18.42    -44.938    123.496    1416.769    2.007233722e6
18.43    -36.462    251.315    1411.069    1.991116668e6
18.44    -28.287    374.802    1402.018    1.965654703e6
18.45    -24.635    432.099    1396.089    1.949063321e6
18.46    -26.734    404.548    1395.551    1.947561821e6
18.47    -32.295    323.88    1399.176    1.957692194e6
18.48    -41.634    192.778    1407.073    1.979855284e6
18.49    -46.086    130.173    1414.495    2.000795222e6
18.5    -45.221    144.876    1415.683    2.004159193e6
18.51    -42.526    190.206    1413.639    1.99837449e6
18.52    -38.638    254.529    1410.516    1.989555778e6
18.53    -35.31    311.931    1406.513    1.978278548e6
18.54    -33.653    346.525    1404.589    1.972870416e6
18.55    -28.311    426.12    1401.718    1.964812083e6
18.56    -23.115    496.899    1395.105    1.946318655e6
18.57    -26.03    452.396    1393.941    1.943070673e6
18.58    -31.753    363.536    1398.958    1.957083767e6
18.59    -36.896    280.269    1404.323    1.972121955e6
18.6    -40.156    224.621    1408.647    1.98428543e6
18.61    -39.951    219.692    1410.226    1.988738577e6
18.62    -37.162    253.626    1408.448    1.983725648e6
18.63    -34.42    289.58    1405.423    1.975212756e6
18.64    -34.534    288.839    1403.765    1.970556727e6
18.65    -37.365    254.056    1405.81    1.976300791e6
18.66    -36.66    268.805    1407.616    1.981384162e6
18.67    -31.315    347.294    1404.182    1.971727476e6
18.68    -25.786    428.096    1398.488    1.955768179e6
18.69    -19.385    515.359    1393.103    1.940735196e6
18.7    -12.111    602.713    1386.1    1.92127197e6
18.71    -20.931    467.0    1384.385    1.916523064e6
18.72    -36.394    236.822    1400.097    1.960271505e6
18.73    -42.748    127.785    1410.138    1.98848874e6
18.74    -44.703    84.531    1413.454    1.997851322e6
18.75    -44.966    71.887    1414.364    2.000425713e6
18.76    -43.809    85.217    1413.948    1.99924917e6
18.77    -40.868    127.747    1411.986    1.993703232e6
18.78    -36.57    191.169    1408.245    1.983153056e6
18.79    -34.089    230.954    1404.339    1.972167198e6
18.8    -35.949    213.278    1404.14    1.971609144e6
18.81    -38.114    193.07    1406.98    1.97959351e6
18.82    -34.727    248.907    1407.143    1.98005107e6
18.83    -24.908    388.219    1400.096    1.960269358e6
18.84    -24.126    403.317    1392.57    1.939251995e6
18.85    -30.154    321.853    1397.464    1.952905391e6
18.86    -32.891    280.009    1401.52    1.964257343e6
18.87    -35.325    243.642    1403.629    1.970175231e6
18.88    -37.55    214.093    1406.194    1.977382104e6
18.89    -38.262    210.56    1407.721    1.981677781e6
18.9    -37.316    235.709    1407.69    1.981591781e6
18.91    -35.718    275.589    1406.137    1.977220362e6
18.92    -36.054    296.705    1405.473    1.975355625e6
18.93    -33.758    360.732    1405.964    1.976734964e6
18.94    -17.78    609.12    1398.649    1.956219847e6
18.95    1.672    894.685    1377.178    1.896618286e6
18.96    -10.151    756.035    1374.108    1.888172407e6
18.97    -23.002    589.166    1388.172    1.927021373e6
18.98    -30.508    491.15    1397.953    1.954271542e6
18.99    -34.153    450.633    1402.853    1.967996041e6
19.0    -35.331    454.428    1405.721    1.976050501e6
19.01    -24.462    627.518    1403.407    1.969550835e6
19.02    -2.459    946.36    1384.335    1.916382279e6
19.03    -5.843    927.022    1377.438    1.897336703e6
19.04    -1.264    994.605    1376.298    1.894195386e6
19.05    -3.823    953.94    1373.671    1.886971486e6
19.06    -8.839    865.077    1378.211    1.899466439e6
19.07    -9.338    820.863    1382.369    1.910943702e6
19.08    -15.365    691.263    1380.917    1.906932759e6
19.09    -34.391    386.449    1397.205    1.952180482e6
19.1    -41.757    238.252    1409.988    1.988066238e6
19.11    -40.814    210.524    1412.156    1.9941843e6
19.12    -36.286    238.915    1408.837    1.984821032e6
19.13    -33.618    246.736    1404.391    1.972313633e6
19.14    -37.613    169.17    1404.95    1.973884972e6
19.15    -43.315    74.309    1410.889    1.990607653e6
19.16    -42.556    74.466    1414.401    2.000531157e6
19.17    -28.124    261.266    1408.168    1.982937694e6
19.18    -23.117    324.878    1392.383    1.9387299e6
19.19    -38.044    127.719    1403.26    1.969138356e6
19.2    -40.688    96.509    1411.259    1.991651349e6
19.21    -35.515    179.756    1409.386    1.986369933e6
19.22    -24.93    340.897    1401.536    1.964302525e6
19.23    -20.131    426.538    1391.954    1.937534919e6
19.24    -22.336    417.117    1393.085    1.940687178e6
19.25    -22.983    424.464    1393.217    1.941052579e6
19.26    -27.784    379.189    1396.862    1.95122206e6
19.27    -21.211    485.353    1398.022    1.954466414e6
19.28    -9.01    664.429    1386.436    1.922203946e6
19.29    -1.671    768.146    1377.403    1.897239136e6
19.3    -18.936    538.817    1381.029    1.907239953e6
19.31    -29.588    390.409    1397.684    1.953520705e6
19.32    -27.366    415.112    1400.306    1.960858011e6
19.33    -23.533    466.818    1395.916    1.94858125e6
19.34    -20.074    516.635    1393.905    1.942970734e6
19.35    -6.723    688.839    1386.045    1.921122022e6
19.36    -19.223    515.473    1381.57    1.908734859e6
19.37    -31.661    336.036    1398.129    1.954764034e6
19.38    -33.203    301.272    1403.509    1.969837569e6
19.39    -31.138    316.406    1402.245    1.966291219e6
19.4    -34.242    264.123    1401.897    1.96531473e6
19.41    -38.265    200.01    1406.969    1.979562161e6
19.42    -37.717    197.178    1408.256    1.983186248e6
19.43    -39.433    166.907    1407.843    1.982023272e6
19.44    -43.69    106.152    1411.522    1.992394808e6
19.45    -44.995    88.853    1414.639    2.001202901e6
19.46    -42.236    130.456    1413.831    1.998916854e6
19.47    -37.059    206.599    1409.553    1.986839649e6
19.48    -34.004    253.615    1404.776    1.973396212e6
19.49    -35.946    232.168    1404.427    1.97241471e6
19.5    -38.326    203.624    1407.381    1.980722003e6
19.51    -36.191    235.197    1408.092    1.982722017e6
19.52    -29.035    331.115    1403.093    1.968670061e6
19.53    -28.99    329.004    1397.872    1.954044778e6
19.54    -35.19    238.937    1402.286    1.966405071e6
19.55    -41.365    147.149    1408.252    1.983174582e6
19.56    -46.271    75.949    1413.92    1.999169002e6
19.57    -48.08    53.616    1417.327    2.008816448e6
19.58    -46.086    91.601    1417.327    2.008816014e6
19.59    -39.64    197.287    1413.339    1.997527977e6
19.6    -28.214    371.65    1404.777    1.973397271e6
19.61    -18.572    516.098    1392.51    1.939085468e6
19.62    -27.729    405.856    1392.428    1.938856966e6
19.63    -33.493    333.845    1402.747    1.96769801e6
19.64    -29.382    391.001    1402.422    1.966787113e6
19.65    -26.232    435.06    1397.376    1.952660196e6
19.66    -29.062    398.778    1397.839    1.953953859e6
19.67    -27.713    414.905    1400.078    1.960217846e6
19.68    -25.789    437.568    1396.414    1.949970762e6
19.69    -29.528    386.926    1399.48    1.958545444e6
19.7    -30.509    373.328    1400.166    1.960464972e6
19.71    -34.823    323.597    1404.87    1.973658765e6
19.72    -17.473    561.18    1401.174    1.963287339e6
19.73    2.375    823.212    1375.908    1.893122485e6
19.74    -16.214    569.322    1377.019    1.89618116e6
19.75    -31.685    346.325    1397.358    1.952609463e6
19.76    -35.746    276.622    1404.593    1.972880368e6
19.77    -39.571    218.882    1407.701    1.981622781e6
19.78    -41.907    189.313    1411.427    1.992124767e6
19.79    -38.454    243.526    1411.298    1.991763325e6
19.8    -30.238    363.585    1404.916    1.973788647e6
19.81    -27.956    404.247    1398.33    1.955326785e6
19.82    -31.136    369.236    1400.093    1.960259727e6
19.83    -31.768    364.324    1402.257    1.966323488e6
19.84    -30.074    387.157    1401.333    1.963735236e6
19.85    -31.07    371.28    1400.3    1.960840466e6
19.86    -36.557    294.625    1403.835    1.970752418e6
19.87    -41.287    230.285    1409.7    1.987252794e6
19.88    -40.796    241.128    1411.979    1.993685191e6
19.89    -35.197    326.7    1408.882    1.984947284e6
19.9    -25.847    465.462    1401.411    1.963951517e6
19.91    -15.661    611.853    1391.655    1.936703091e6
19.92    -13.744    640.167    1383.805    1.914917336e6
19.93    -24.577    493.86    1390.365    1.933113609e6
19.94    -28.461    436.907    1398.597    1.956074346e6
19.95    -24.241    491.023    1397.869    1.954037173e6
19.96    -11.754    654.786    1390.547    1.93362031e6
19.97    1.193    813.901    1374.859    1.890237688e6
19.98    -17.489    549.228    1379.225    1.902260492e6
19.99    -27.797    386.169    1395.765    1.948158936e6
20.0    -29.289    341.333    1399.518    1.958651329e6
20.01    -31.322    295.187    1400.994    1.962784319e6
20.02    -27.01    335.906    1401.705    1.964777114e6
20.03    -18.303    431.592    1392.604    1.939347265e6
20.04    -29.309    266.222    1394.186    1.943753583e6
20.05    -36.711    145.766    1404.614    1.972941158e6
20.06    -39.43    92.28    1408.496    1.983861158e6
20.07    -41.674    54.042    1410.675    1.990004801e6
20.08    -43.221    36.355    1412.79    1.995976264e6
20.09    -41.57    75.124    1413.229    1.997216019e6
20.1    -31.723    237.021    1408.77    1.984632132e6
20.11    -3.829    640.613    1392.351    1.938642466e6
20.12    16.171    927.245    1360.772    1.851699403e6
20.13    -0.295    717.307    1366.692    1.867846485e6
20.14    -4.73    647.135    1376.744    1.895424797e6
20.15    -0.942    674.896    1375.917    1.89314785e6
20.16    -15.663    455.636    1378.601    1.900542029e6
20.17    -26.29    289.15    1395.282    1.946811268e6
20.18    -24.709    288.767    1397.199    1.952165992e6
20.19    -25.688    263.197    1395.807    1.948277636e6
20.2    -23.307    287.817    1397.51    1.953035261e6
20.21    -9.927    456.499    1389.184    1.929832851e6
20.22    -7.134    480.162    1379.665    1.903475481e6
20.23    -18.458    308.559    1382.934    1.912505516e6
20.24    -33.262    88.785    1398.278    1.955182211e6
20.25    -39.42    -9.945    1408.03    1.982548442e6
20.26    -39.929    -20.479    1410.828    1.9904353e6
20.27    -35.673    45.357    1409.091    1.985538321e6
20.28    -26.543    184.537    1402.42    1.96678282e6
20.29    -16.95    332.255    1392.432    1.938867343e6
20.3    -11.043    427.165    1385.036    1.918325272e6
20.31    -9.171    459.849    1381.105    1.907449903e6
20.32    -17.686    349.367    1383.935    1.915276005e6
20.33    -25.644    244.159    1395.11    1.946330728e6
20.34    -26.188    237.612    1397.038    1.951714517e6
20.35    -34.251    138.635    1401.561    1.964372446e6
20.36    -35.798    131.061    1407.295    1.980479522e6
20.37    -31.65    204.645    1404.765    1.973364595e6
20.38    -28.457    268.839    1400.765    1.96214327e6
20.39    -24.598    340.268    1397.846    1.953972761e6
20.4    -21.403    398.159    1393.503    1.941849568e6
20.41    -23.384    382.101    1392.973    1.940375053e6
20.42    -26.469    345.774    1395.899    1.94853524e6
20.43    -29.868    302.405    1398.817    1.956688178e6
20.44    -33.729    253.883    1402.632    1.967377706e6
20.45    -34.715    248.143    1405.703    1.976002141e6
20.46    -27.914    351.071    1403.743    1.970495197e6
20.47    -11.703    576.571    1392.33    1.938582571e6
20.48    -9.901    604.194    1379.013    1.901676302e6
20.49    -25.52    394.28    1389.909    1.931846007e6
20.5    -34.26    274.943    1402.366    1.96663086e6
20.51    -32.772    302.073    1406.109    1.977142665e6
20.52    -19.178    500.452    1398.965    1.957102879e6
20.53    1.016    787.041    1380.921    1.906941449e6
20.54    6.247    869.033    1366.4    1.86705e6
20.55    8.899    898.719    1369.048    1.874293588e6
20.56    -16.298    555.501    1371.617    1.881332551e6
20.57    -32.515    332.216    1400.158    1.960443245e6
20.58    -22.275    467.685    1399.483    1.958553356e6
20.59    -11.471    616.066    1385.555    1.919763621e6
20.6    -18.884    523.068    1383.586    1.914309994e6
20.61    -28.634    398.43    1395.218    1.946633889e6
20.62    -29.298    400.146    1399.574    1.958806582e6
20.63    -25.286    474.577    1397.658    1.953447204e6
20.64    -15.116    636.209    1390.944    1.934724673e6
20.65    -2.539    825.556    1378.574    1.900467143e6
20.66    -1.77    846.987    1370.319    1.877774061e6
20.67    -14.672    674.278    1377.836    1.898432536e6
20.68    -24.132    536.494    1390.782    1.934275208e6
20.69    -25.417    500.41    1395.062    1.946198201e6
20.7    -28.878    431.252    1395.986    1.948777769e6
20.71    -35.514    316.678    1401.903    1.965331968e6
20.72    -38.927    243.906    1407.196    1.980201429e6
20.73    -39.313    213.763    1408.722    1.984496661e6
20.74    -38.363    205.039    1408.366    1.983494519e6
20.75    -36.05    217.4    1406.775    1.979015179e6
20.76    -34.393    223.71    1404.331    1.972144474e6
20.77    -36.059    190.066    1404.349    1.972194839e6
20.78    -37.101    170.81    1406.607    1.978543533e6
20.79    -32.552    232.399    1405.139    1.974415985e6
20.8    -25.829    328.22    1398.884    1.956877172e6
20.81    -18.389    432.357    1392.562    1.939227808e6
20.82    -20.006    412.497    1387.32    1.924655398e6
20.83    -27.608    310.661    1394.618    1.94495885e6
20.84    -26.408    324.928    1397.941    1.954237775e6
20.85    -17.518    440.769    1392.414    1.938815779e6
20.86    -11.914    507.841    1383.229    1.913323699e6
20.87    -19.089    398.649    1384.431    1.916649682e6
20.88    -27.177    270.939    1393.355    1.941436954e6
20.89    -31.088    197.57    1398.893    1.956900262e6
20.9    -33.253    149.995    1401.45    1.964061508e6
20.91    -34.957    112.235    1403.302    1.969256535e6
20.92    -35.713    91.194    1404.628    1.972979533e6
20.93    -34.643    98.493    1404.594    1.972885416e6
20.94    -31.329    138.233    1402.444    1.966848205e6
20.95    -27.311    186.89    1398.43    1.955607423e6
20.96    -26.811    185.942    1395.643    1.947819207e6
20.97    -30.795    122.331    1397.73    1.953649172e6
20.98    -35.059    53.896    1402.35    1.966584266e6
20.99    -37.08    17.363    1405.498    1.975425211e6
21.0    -37.203    10.317    1406.374    1.977888475e6
21.01    -36.443    19.961    1405.928    1.976634787e6
21.02    -35.276    40.237    1404.961    1.97391432e6
21.03    -33.678    72.028    1403.642    1.970210782e6
21.04    -31.165    122.966    1401.805    1.965057194e6
21.05    -25.169    227.592    1398.344    1.955366666e6
21.06    -10.485    450.371    1389.041    1.929435775e6
21.07    4.648    674.581    1371.936    1.882208448e6
21.08    8.109    733.392    1363.947    1.86035209e6
21.09    10.655    760.394    1361.456    1.853562221e6
21.1    3.326    638.986    1361.766    1.854407539e6
21.11    -14.212    371.292    1375.984    1.893331138e6
21.12    -25.603    181.129    1390.82    1.934379191e6
21.13    -31.908    63.749    1398.513    1.955837621e6
21.14    -36.131    -16.711    1403.59    1.970063864e6
21.15    -37.709    -51.921    1406.41    1.97798873e6
21.16    -36.934    -45.886    1406.693    1.978785165e6
21.17    -34.283    -6.588    1404.956    1.973902267e6
21.18    -30.993    46.796    1401.743    1.964882328e6
21.19    -30.617    65.403    1399.469    1.958512282e6
21.2    -33.691    42.693    1401.259    1.963527531e6
21.21    -35.169    47.782    1404.303    1.972066189e6
21.22    -29.813    151.239    1403.172    1.968891131e6
21.23    -15.591    374.181    1393.463    1.94173812e6
21.24    -9.282    488.221    1380.083    1.90462857e6
21.25    -17.504    402.962    1383.369    1.913710168e6
21.26    -24.331    329.557    1391.162    1.935331143e6
21.27    -30.839    261.504    1397.323    1.952512145e6
21.28    -34.254    239.238    1402.988    1.968376688e6
21.29    -31.433    304.809    1403.051    1.968552925e6
21.3    -26.753    399.164    1398.668    1.956270929e6
21.31    -22.801    486.105    1394.796    1.945455105e6
21.32    -15.444    617.262    1390.419    1.933266022e6
21.33    -7.252    754.975    1381.208    1.907735778e6
21.34    -15.322    680.288    1381.567    1.908728648e6
21.35    6.207    989.016    1386.885    1.923449966e6
21.36    9.716    1056.716    1350.741    1.824502293e6
21.37    4.824    997.57    1372.699    1.884301714e6
21.38    -12.953    762.723    1370.535    1.878365308e6
21.39    -25.006    605.641    1391.02    1.93493621e6
21.4    -8.266    832.51    1389.152    1.929742799e6
21.41    10.298    1077.164    1364.356    1.861465968e6
21.42    -2.553    894.078    1364.942    1.86306594e6
